"condition","category","human","modelname","modelresponse","experiment"
"1111 far","new",0.454314720812183,"uniform",0.106157112526539,"Expt 4"
"2 far","new",0.439086294416244,"uniform",0.155763239875389,"Expt 4"
"21 far","new",0.289340101522843,"uniform",0.134770889487871,"Expt 4"
"211 far","new",0.375634517766497,"uniform",0.118764845605701,"Expt 4"
"22 far","new",0.238578680203046,"uniform",0.134770889487871,"Expt 4"
"3 far","new",0.302030456852792,"uniform",0.155763239875389,"Expt 4"
"31 far","new",0.218274111675127,"uniform",0.134770889487871,"Expt 4"
"4 far","new",0.269035532994924,"uniform",0.155763239875389,"Expt 4"
"1 near","new",0.385786802030457,"uniform",0.0441891294741494,"Expt 4"
"11 near","new",0.241116751269036,"uniform",0.0423190859077444,"Expt 4"
"111 near","new",0.312182741116751,"uniform",0.0406008932196508,"Expt 4"
"1111 near","new",0.307106598984772,"uniform",0.0390167772142021,"Expt 4"
"2 near","new",0.203045685279188,"uniform",0.0441891294741494,"Expt 4"
"21 near","new",0.137055837563452,"uniform",0.0423190859077444,"Expt 4"
"211 near","new",0.223350253807107,"uniform",0.0406008932196508,"Expt 4"
"22 near","new",0.139593908629442,"uniform",0.0423190859077444,"Expt 4"
"3 near","new",0.149746192893401,"uniform",0.0441891294741494,"Expt 4"
"31 near","new",0.149746192893401,"uniform",0.0423190859077444,"Expt 4"
"4 near","new",0.16243654822335,"uniform",0.0441891294741494,"Expt 4"
"1 far","nearest",0.401015228426396,"uniform",0.844236760124611,"Expt 4"
"11 far","nearest",0.436548223350254,"uniform",0.730458221024259,"Expt 4"
"111 far","nearest",0.378172588832487,"uniform",0.643705463182898,"Expt 4"
"1111 far","nearest",0.421319796954315,"uniform",0.575371549893843,"Expt 4"
"2 far","nearest",0.560913705583756,"uniform",0.844236760124611,"Expt 4"
"21 far","nearest",0.525380710659898,"uniform",0.730458221024259,"Expt 4"
"211 far","nearest",0.421319796954315,"uniform",0.643705463182898,"Expt 4"
"22 far","nearest",0.5,"uniform",0.730458221024259,"Expt 4"
"3 far","nearest",0.697969543147208,"uniform",0.844236760124611,"Expt 4"
"31 far","nearest",0.558375634517767,"uniform",0.730458221024259,"Expt 4"
"4 far","nearest",0.730964467005076,"uniform",0.844236760124611,"Expt 4"
"1 near","nearest",0.614213197969543,"uniform",0.955810870525851,"Expt 4"
"11 near","nearest",0.649746192893401,"uniform",0.915361828184511,"Expt 4"
"111 near","nearest",0.619289340101523,"uniform",0.878197320341047,"Expt 4"
"1111 near","nearest",0.616751269035533,"uniform",0.843932891143192,"Expt 4"
"2 near","nearest",0.796954314720812,"uniform",0.955810870525851,"Expt 4"
"21 near","nearest",0.781725888324873,"uniform",0.915361828184511,"Expt 4"
"211 near","nearest",0.647208121827411,"uniform",0.878197320341047,"Expt 4"
"22 near","nearest",0.708121827411167,"uniform",0.915361828184511,"Expt 4"
"3 near","nearest",0.850253807106599,"uniform",0.955810870525851,"Expt 4"
"31 near","nearest",0.710659898477157,"uniform",0.915361828184511,"Expt 4"
"4 near","nearest",0.83756345177665,"uniform",0.955810870525851,"Expt 4"
"1 far","other",0,"uniform",0,"Expt 4"
"11 far","other",0.177664974619289,"uniform",0.134770889487871,"Expt 4"
"111 far","other",0.137055837563452,"uniform",0.237529691211401,"Expt 4"
"1111 far","other",0.124365482233503,"uniform",0.318471337579618,"Expt 4"
"2 far","other",0,"uniform",0,"Expt 4"
"21 far","other",0.185279187817259,"uniform",0.134770889487871,"Expt 4"
"211 far","other",0.203045685279188,"uniform",0.237529691211401,"Expt 4"
"22 far","other",0.261421319796954,"uniform",0.134770889487871,"Expt 4"
"3 far","other",0,"uniform",0,"Expt 4"
"31 far","other",0.223350253807107,"uniform",0.134770889487871,"Expt 4"
"4 far","other",0,"uniform",0,"Expt 4"
"1 near","other",0,"uniform",0,"Expt 4"
"11 near","other",0.109137055837563,"uniform",0.0423190859077444,"Expt 4"
"111 near","other",0.0685279187817259,"uniform",0.0812017864393017,"Expt 4"
"1111 near","other",0.0761421319796954,"uniform",0.117050331642606,"Expt 4"
"2 near","other",0,"uniform",0,"Expt 4"
"21 near","other",0.0812182741116751,"uniform",0.0423190859077444,"Expt 4"
"211 near","other",0.129441624365482,"uniform",0.0812017864393017,"Expt 4"
"22 near","other",0.152284263959391,"uniform",0.0423190859077444,"Expt 4"
"3 near","other",0,"uniform",0,"Expt 4"
"31 near","other",0.139593908629442,"uniform",0.0423190859077444,"Expt 4"
"4 near","other",0,"uniform",0,"Expt 4"
"1 far","new",0.598984771573604,"H-CRP",0.210025615610372,"Expt 4"
"11 far","new",0.385786802030457,"H-CRP",0.28454720068565,"Expt 4"
"111 far","new",0.484771573604061,"H-CRP",0.350604861419442,"Expt 4"
"1111 far","new",0.454314720812183,"H-CRP",0.380101436059044,"Expt 4"
"2 far","new",0.439086294416244,"H-CRP",0.0796399645480359,"Expt 4"
"21 far","new",0.289340101522843,"H-CRP",0.197042129904386,"Expt 4"
"211 far","new",0.375634517766497,"H-CRP",0.261142775216468,"Expt 4"
"22 far","new",0.238578680203046,"H-CRP",0.103794820119572,"Expt 4"
"3 far","new",0.302030456852792,"H-CRP",0.042785254521101,"Expt 4"
"31 far","new",0.218274111675127,"H-CRP",0.15038044163383,"Expt 4"
"4 far","new",0.269035532994924,"H-CRP",0.0299462172063842,"Expt 4"
"1 near","new",0.385786802030457,"H-CRP",0.0771563532162629,"Expt 4"
"11 near","new",0.241116751269036,"H-CRP",0.1242675150861,"Expt 4"
"111 near","new",0.312182741116751,"H-CRP",0.175474575098189,"Expt 4"
"1111 near","new",0.307106598984772,"H-CRP",0.207677360184946,"Expt 4"
"2 near","new",0.203045685279188,"H-CRP",0.0264909544412868,"Expt 4"
"21 near","new",0.137055837563452,"H-CRP",0.0881997377659368,"Expt 4"
"211 near","new",0.223350253807107,"H-CRP",0.131255567526279,"Expt 4"
"22 near","new",0.139593908629442,"H-CRP",0.0396822256151267,"Expt 4"
"3 near","new",0.149746192893401,"H-CRP",0.0138613971914666,"Expt 4"
"31 near","new",0.149746192893401,"H-CRP",0.0703395249133975,"Expt 4"
"4 near","new",0.16243654822335,"H-CRP",0.0096146761705425,"Expt 4"
"1 far","nearest",0.401015228426396,"H-CRP",0.789974384389628,"Expt 4"
"11 far","nearest",0.436548223350254,"H-CRP",0.5916720381873,"Expt 4"
"111 far","nearest",0.378172588832487,"H-CRP",0.457833150798683,"Expt 4"
"1111 far","nearest",0.421319796954315,"H-CRP",0.380863127974006,"Expt 4"
"2 far","nearest",0.560913705583756,"H-CRP",0.920360035451964,"Expt 4"
"21 far","nearest",0.525380710659898,"H-CRP",0.56609714145384,"Expt 4"
"211 far","nearest",0.421319796954315,"H-CRP",0.453950839905563,"Expt 4"
"22 far","nearest",0.5,"H-CRP",0.741152380593156,"Expt 4"
"3 far","nearest",0.697969543147208,"H-CRP",0.957214745478899,"Expt 4"
"31 far","nearest",0.558375634517767,"H-CRP",0.522002762081015,"Expt 4"
"4 far","nearest",0.730964467005076,"H-CRP",0.970053782793616,"Expt 4"
"1 near","nearest",0.614213197969543,"H-CRP",0.922843646783737,"Expt 4"
"11 near","nearest",0.649746192893401,"H-CRP",0.821674924116746,"Expt 4"
"111 near","nearest",0.619289340101523,"H-CRP",0.728650375494624,"Expt 4"
"1111 near","nearest",0.616751269035533,"H-CRP",0.661720006878506,"Expt 4"
"2 near","nearest",0.796954314720812,"H-CRP",0.973509045558713,"Expt 4"
"21 near","nearest",0.781725888324873,"H-CRP",0.805776975927777,"Expt 4"
"211 near","nearest",0.647208121827411,"H-CRP",0.725544800747284,"Expt 4"
"22 near","nearest",0.708121827411167,"H-CRP",0.901038899422844,"Expt 4"
"3 near","nearest",0.850253807106599,"H-CRP",0.986138602808533,"Expt 4"
"31 near","nearest",0.710659898477157,"H-CRP",0.776419737434965,"Expt 4"
"4 near","nearest",0.83756345177665,"H-CRP",0.990385323829457,"Expt 4"
"1 far","other",0,"H-CRP",0,"Expt 4"
"11 far","other",0.177664974619289,"H-CRP",0.12378076112705,"Expt 4"
"111 far","other",0.137055837563452,"H-CRP",0.191561987781876,"Expt 4"
"1111 far","other",0.124365482233503,"H-CRP",0.23903543596695,"Expt 4"
"2 far","other",0,"H-CRP",0,"Expt 4"
"21 far","other",0.185279187817259,"H-CRP",0.236860728641774,"Expt 4"
"211 far","other",0.203045685279188,"H-CRP",0.284906384877969,"Expt 4"
"22 far","other",0.261421319796954,"H-CRP",0.155052799287271,"Expt 4"
"3 far","other",0,"H-CRP",0,"Expt 4"
"31 far","other",0.223350253807107,"H-CRP",0.327616796285155,"Expt 4"
"4 far","other",0,"H-CRP",0,"Expt 4"
"1 near","other",0,"H-CRP",0,"Expt 4"
"11 near","other",0.109137055837563,"H-CRP",0.0540575607971543,"Expt 4"
"111 near","other",0.0685279187817259,"H-CRP",0.0958750494071873,"Expt 4"
"1111 near","other",0.0761421319796954,"H-CRP",0.130602632936547,"Expt 4"
"2 near","other",0,"H-CRP",0,"Expt 4"
"21 near","other",0.0812182741116751,"H-CRP",0.106023286306286,"Expt 4"
"211 near","other",0.129441624365482,"H-CRP",0.143199631726438,"Expt 4"
"22 near","other",0.152284263959391,"H-CRP",0.0592788749620292,"Expt 4"
"3 near","other",0,"H-CRP",0,"Expt 4"
"31 near","other",0.139593908629442,"H-CRP",0.153240737651638,"Expt 4"
"4 near","other",0,"H-CRP",0,"Expt 4"
"1 far","new",0.598984771573604,"H-TTR",0.191622961114576,"Expt 4"
"11 far","new",0.385786802030457,"H-TTR",0.297260214729651,"Expt 4"
"111 far","new",0.484771573604061,"H-TTR",0.373455375081317,"Expt 4"
"1111 far","new",0.454314720812183,"H-TTR",0.428269207304328,"Expt 4"
"2 far","new",0.439086294416244,"H-TTR",0.0724439743374567,"Expt 4"
"21 far","new",0.289340101522843,"H-TTR",0.205124813338982,"Expt 4"
"211 far","new",0.375634517766497,"H-TTR",0.274019198885614,"Expt 4"
"22 far","new",0.238578680203046,"H-TTR",0.109141167930885,"Expt 4"
"3 far","new",0.302030456852792,"H-TTR",0.0452012235298163,"Expt 4"
"31 far","new",0.218274111675127,"H-TTR",0.160790225536561,"Expt 4"
"4 far","new",0.269035532994924,"H-TTR",0.0328136105662006,"Expt 4"
"1 near","new",0.385786802030457,"H-TTR",0.0542990594183149,"Expt 4"
"11 near","new",0.241116751269036,"H-TTR",0.111173985602381,"Expt 4"
"111 near","new",0.312182741116751,"H-TTR",0.169382830883139,"Expt 4"
"1111 near","new",0.307106598984772,"H-TTR",0.222849245606839,"Expt 4"
"2 near","new",0.203045685279188,"H-TTR",0.0185664102604386,"Expt 4"
"21 near","new",0.137055837563452,"H-TTR",0.0879885121550454,"Expt 4"
"211 near","new",0.223350253807107,"H-TTR",0.135437324606097,"Expt 4"
"22 near","new",0.139593908629442,"H-TTR",0.0349598268018341,"Expt 4"
"3 near","new",0.149746192893401,"H-TTR",0.0113368291396947,"Expt 4"
"31 near","new",0.149746192893401,"H-TTR",0.0767934675169081,"Expt 4"
"4 near","new",0.16243654822335,"H-TTR",0.00815069132449766,"Expt 4"
"1 far","nearest",0.401015228426396,"H-TTR",0.808377038885424,"Expt 4"
"11 far","nearest",0.436548223350254,"H-TTR",0.53502145943017,"Expt 4"
"111 far","nearest",0.378172588832487,"H-TTR",0.385101609535761,"Expt 4"
"1111 far","nearest",0.421319796954315,"H-TTR",0.294639940016025,"Expt 4"
"2 far","nearest",0.560913705583756,"H-TTR",0.927556025662543,"Expt 4"
"21 far","nearest",0.525380710659898,"H-TTR",0.425525581536218,"Expt 4"
"211 far","nearest",0.421319796954315,"H-TTR",0.327060582779729,"Expt 4"
"22 far","nearest",0.5,"H-TTR",0.678243359021593,"Expt 4"
"3 far","nearest",0.697969543147208,"H-TTR",0.954798776470184,"Expt 4"
"31 far","nearest",0.558375634517767,"H-TTR",0.349621706151332,"Expt 4"
"4 far","nearest",0.730964467005076,"H-TTR",0.967186389433799,"Expt 4"
"1 near","nearest",0.614213197969543,"H-TTR",0.945700940581685,"Expt 4"
"11 near","nearest",0.649746192893401,"H-TTR",0.826100113593271,"Expt 4"
"111 near","nearest",0.619289340101523,"H-TTR",0.721109302390841,"Expt 4"
"1111 near","nearest",0.616751269035533,"H-TTR",0.632966940962148,"Expt 4"
"2 near","nearest",0.796954314720812,"H-TTR",0.981433589739561,"Expt 4"
"21 near","nearest",0.781725888324873,"H-TTR",0.753578572338634,"Expt 4"
"211 near","nearest",0.647208121827411,"H-TTR",0.667391501540936,"Expt 4"
"22 near","nearest",0.708121827411167,"H-TTR",0.896935714962586,"Expt 4"
"3 near","nearest",0.850253807106599,"H-TTR",0.988663170860305,"Expt 4"
"31 near","nearest",0.710659898477157,"H-TTR",0.689379101150565,"Expt 4"
"4 near","nearest",0.83756345177665,"H-TTR",0.991849308675502,"Expt 4"
"1 far","other",0,"H-TTR",0,"Expt 4"
"11 far","other",0.177664974619289,"H-TTR",0.167718325840179,"Expt 4"
"111 far","other",0.137055837563452,"H-TTR",0.241443015382922,"Expt 4"
"1111 far","other",0.124365482233503,"H-TTR",0.277090852679647,"Expt 4"
"2 far","other",0,"H-TTR",0,"Expt 4"
"21 far","other",0.185279187817259,"H-TTR",0.3693496051248,"Expt 4"
"211 far","other",0.203045685279188,"H-TTR",0.398920218334657,"Expt 4"
"22 far","other",0.261421319796954,"H-TTR",0.212615473047521,"Expt 4"
"3 far","other",0,"H-TTR",0,"Expt 4"
"31 far","other",0.223350253807107,"H-TTR",0.489588068312108,"Expt 4"
"4 far","other",0,"H-TTR",0,"Expt 4"
"1 near","other",0,"H-TTR",0,"Expt 4"
"11 near","other",0.109137055837563,"H-TTR",0.0627259008043486,"Expt 4"
"111 near","other",0.0685279187817259,"H-TTR",0.10950786672602,"Expt 4"
"1111 near","other",0.0761421319796954,"H-TTR",0.144183813431013,"Expt 4"
"2 near","other",0,"H-TTR",0,"Expt 4"
"21 near","other",0.0812182741116751,"H-TTR",0.158432915506321,"Expt 4"
"211 near","other",0.129441624365482,"H-TTR",0.197171173852967,"Expt 4"
"22 near","other",0.152284263959391,"H-TTR",0.0681044582355798,"Expt 4"
"3 near","other",0,"H-TTR",0,"Expt 4"
"31 near","other",0.139593908629442,"H-TTR",0.233827431332527,"Expt 4"
"4 near","other",0,"H-TTR",0,"Expt 4"
"1 far","new",0.598984771573604,"HG-CRP",0.236659363905921,"Expt 4"
"11 far","new",0.385786802030457,"HG-CRP",0.329490457087952,"Expt 4"
"111 far","new",0.484771573604061,"HG-CRP",0.4272144239523,"Expt 4"
"1111 far","new",0.454314720812183,"HG-CRP",0.461850592416775,"Expt 4"
"2 far","new",0.439086294416244,"HG-CRP",0.0754089644464982,"Expt 4"
"21 far","new",0.289340101522843,"HG-CRP",0.215067580349847,"Expt 4"
"211 far","new",0.375634517766497,"HG-CRP",0.273162544206468,"Expt 4"
"22 far","new",0.238578680203046,"HG-CRP",0.112129866967454,"Expt 4"
"3 far","new",0.302030456852792,"HG-CRP",0.0448499248931837,"Expt 4"
"31 far","new",0.218274111675127,"HG-CRP",0.154224460568423,"Expt 4"
"4 far","new",0.269035532994924,"HG-CRP",0.0262595678598372,"Expt 4"
"1 near","new",0.385786802030457,"HG-CRP",0.0850421640257663,"Expt 4"
"11 near","new",0.241116751269036,"HG-CRP",0.144630152537392,"Expt 4"
"111 near","new",0.312182741116751,"HG-CRP",0.222238154691,"Expt 4"
"1111 near","new",0.307106598984772,"HG-CRP",0.263902273193459,"Expt 4"
"2 near","new",0.203045685279188,"HG-CRP",0.023867663701885,"Expt 4"
"21 near","new",0.137055837563452,"HG-CRP",0.0950054340157291,"Expt 4"
"211 near","new",0.223350253807107,"HG-CRP",0.135703423595404,"Expt 4"
"22 near","new",0.139593908629442,"HG-CRP",0.0416452238839657,"Expt 4"
"3 near","new",0.149746192893401,"HG-CRP",0.0138818381002063,"Expt 4"
"31 near","new",0.149746192893401,"HG-CRP",0.0708822100369291,"Expt 4"
"4 near","new",0.16243654822335,"HG-CRP",0.00802001522124419,"Expt 4"
"1 far","nearest",0.401015228426396,"HG-CRP",0.76334063609408,"Expt 4"
"11 far","nearest",0.436548223350254,"HG-CRP",0.547254112229686,"Expt 4"
"111 far","nearest",0.378172588832487,"HG-CRP",0.394901856778228,"Expt 4"
"1111 far","nearest",0.421319796954315,"HG-CRP",0.321153678719022,"Expt 4"
"2 far","nearest",0.560913705583756,"HG-CRP",0.924591035553502,"Expt 4"
"21 far","nearest",0.525380710659898,"HG-CRP",0.541080484632888,"Expt 4"
"211 far","nearest",0.421319796954315,"HG-CRP",0.433697551739537,"Expt 4"
"22 far","nearest",0.5,"HG-CRP",0.72465871151921,"Expt 4"
"3 far","nearest",0.697969543147208,"HG-CRP",0.955150075106816,"Expt 4"
"31 far","nearest",0.558375634517767,"HG-CRP",0.503421996312456,"Expt 4"
"4 far","nearest",0.730964467005076,"HG-CRP",0.973740432140163,"Expt 4"
"1 near","nearest",0.614213197969543,"HG-CRP",0.914957835974234,"Expt 4"
"11 near","nearest",0.649746192893401,"HG-CRP",0.801266757806529,"Expt 4"
"111 near","nearest",0.619289340101523,"HG-CRP",0.685226230162183,"Expt 4"
"1111 near","nearest",0.616751269035533,"HG-CRP",0.612105970466304,"Expt 4"
"2 near","nearest",0.796954314720812,"HG-CRP",0.976132336298115,"Expt 4"
"21 near","nearest",0.781725888324873,"HG-CRP",0.79727373291308,"Expt 4"
"211 near","nearest",0.647208121827411,"HG-CRP",0.718668673105789,"Expt 4"
"22 near","nearest",0.708121827411167,"HG-CRP",0.897737775729188,"Expt 4"
"3 near","nearest",0.850253807106599,"HG-CRP",0.986118161899794,"Expt 4"
"31 near","nearest",0.710659898477157,"HG-CRP",0.771770663179053,"Expt 4"
"4 near","nearest",0.83756345177665,"HG-CRP",0.991979984778756,"Expt 4"
"1 far","other",0,"HG-CRP",0,"Expt 4"
"11 far","other",0.177664974619289,"HG-CRP",0.123255430682362,"Expt 4"
"111 far","other",0.137055837563452,"HG-CRP",0.177883719269472,"Expt 4"
"1111 far","other",0.124365482233503,"HG-CRP",0.216995728864204,"Expt 4"
"2 far","other",0,"HG-CRP",0,"Expt 4"
"21 far","other",0.185279187817259,"HG-CRP",0.243851935017265,"Expt 4"
"211 far","other",0.203045685279188,"HG-CRP",0.293139904053995,"Expt 4"
"22 far","other",0.261421319796954,"HG-CRP",0.163211421513336,"Expt 4"
"3 far","other",0,"HG-CRP",0,"Expt 4"
"31 far","other",0.223350253807107,"HG-CRP",0.342353543119121,"Expt 4"
"4 far","other",0,"HG-CRP",0,"Expt 4"
"1 near","other",0,"HG-CRP",0,"Expt 4"
"11 near","other",0.109137055837563,"HG-CRP",0.0541030896560789,"Expt 4"
"111 near","other",0.0685279187817259,"HG-CRP",0.0925356151468174,"Expt 4"
"1111 near","other",0.0761421319796954,"HG-CRP",0.123991756340237,"Expt 4"
"2 near","other",0,"HG-CRP",0,"Expt 4"
"21 near","other",0.0812182741116751,"HG-CRP",0.107720833071191,"Expt 4"
"211 near","other",0.129441624365482,"HG-CRP",0.145627903298806,"Expt 4"
"22 near","other",0.152284263959391,"HG-CRP",0.0606170003868459,"Expt 4"
"3 near","other",0,"HG-CRP",0,"Expt 4"
"31 near","other",0.139593908629442,"HG-CRP",0.157347126784018,"Expt 4"
"4 near","other",0,"HG-CRP",0,"Expt 4"
